Date,Health Zone,Province,Confirmed Cases,Confirmed Deaths
6/17/2026,Bunia,Ituri,247,41
6/17/2026,Butembo,Nord-Kivu,25,11
6/17/2026,Damas,Ituri,4,0
6/17/2026,Drodro,Ituri,1,1
6/17/2026,Fataki,Ituri,1,0
6/17/2026,Gety,Ituri,1,0
6/17/2026,Goma,Nord-Kivu,1,0
6/17/2026,Kalunguta,Nord-Kivu,2,1
6/17/2026,Kambala,Ituri,1,1
6/17/2026,Katwa,Nord-Kivu,24,16
6/17/2026,Kilo,Ituri,7,1
6/17/2026,Komanda,Ituri,10,3
6/17/2026,Kyondo,Nord-Kivu,2,1
6/17/2026,Lita,Ituri,18,4
6/17/2026,Logo,Ituri,2,0
6/17/2026,Mabalako,Nord-Kivu,1,0
6/17/2026,Mambasa,Ituri,2,1
6/17/2026,Mangala,Ituri,5,3
6/17/2026,Masereka,Nord-Kivu,1,0
6/17/2026,Miti-Murhesa,Sud-Kivu,3,1
6/17/2026,Mongbwalu,Ituri,189,83
6/17/2026,Musienene,Nord-Kivu,1,1
6/17/2026,Nia-Nia,Ituri,1,1
6/17/2026,Nizi,Ituri,25,5
6/17/2026,Nyankunde,Ituri,68,6
6/17/2026,Oicha,Nord-Kivu,3,2
6/17/2026,Rimba,Ituri,3,0
6/17/2026,Rwampara,Ituri,195,33
6/17/2026,Tchomia,Ituri,5,0
6/17/2026,Vuhovi,Nord-Kivu,1,1
6/18/2026,Aru,Ituri,3,1
6/18/2026,Aungba,Ituri,6,2
6/18/2026,Bambu,Ituri,9,2
6/18/2026,Beni,Nord-Kivu,16,12
6/18/2026,Bunia,Ituri,253,42
6/18/2026,Butembo,Nord-Kivu,25,11
6/18/2026,Damas,Ituri,4,0
6/18/2026,Drodro,Ituri,1,1
6/18/2026,Fataki,Ituri,1,0
6/18/2026,Gety,Ituri,1,0
6/18/2026,Goma,Nord-Kivu,1,0
6/18/2026,Kalunguta,Nord-Kivu,2,1
6/18/2026,Kambala,Ituri,1,1
6/18/2026,Katwa,Nord-Kivu,24,16
6/18/2026,Kilo,Ituri,7,1
6/18/2026,Komanda,Ituri,10,3
6/18/2026,Kyondo,Nord-Kivu,2,1
6/18/2026,Lita,Ituri,20,6
6/18/2026,Logo,Ituri,2,0
6/18/2026,Mabalako,Nord-Kivu,1,0
6/18/2026,Mambasa,Ituri,2,1
6/18/2026,Mangala,Ituri,7,4
6/18/2026,Masereka,Nord-Kivu,1,0
6/18/2026,Miti-Murhesa,Sud-Kivu,3,1
6/18/2026,Mongbwalu,Ituri,198,87
6/18/2026,Musienene,Nord-Kivu,1,1
6/18/2026,Nia-Nia,Ituri,1,1
6/18/2026,Nizi,Ituri,26,5
6/18/2026,Nyankunde,Ituri,77,7
6/18/2026,Oicha,Nord-Kivu,3,2
6/18/2026,Rimba,Ituri,3,0
6/18/2026,Rwampara,Ituri,199,35
6/18/2026,Tchomia,Ituri,5,0
6/18/2026,Vuhovi,Nord-Kivu,1,1
6/19/2026,Aru,Ituri,3,1
6/19/2026,Aungba,Ituri,6,2
6/19/2026,Bambu,Ituri,9,2
6/19/2026,Beni,Nord-Kivu,16,12
6/19/2026,Bunia,Ituri,259,42
6/19/2026,Butembo,Nord-Kivu,25,11
6/19/2026,Damas,Ituri,4,0
6/19/2026,Drodro,Ituri,1,1
6/19/2026,Fataki,Ituri,1,0
6/19/2026,Gety,Ituri,1,0
6/19/2026,Goma,Nord-Kivu,1,0
6/19/2026,Kalunguta,Nord-Kivu,2,1
6/19/2026,Kambala,Ituri,1,1
6/19/2026,Katwa,Nord-Kivu,26,16
6/19/2026,Kilo,Ituri,7,1
6/19/2026,Komanda,Ituri,10,3
6/19/2026,Kyondo,Nord-Kivu,2,1
6/19/2026,Lita,Ituri,20,6
6/19/2026,Logo,Ituri,2,0
6/19/2026,Mabalako,Nord-Kivu,1,0
6/19/2026,Mambasa,Ituri,2,1
6/19/2026,Mangala,Ituri,7,4
6/19/2026,Masereka,Nord-Kivu,1,0
6/19/2026,Miti-Murhesa,Sud-Kivu,3,1
6/19/2026,Mongbwalu,Ituri,209,89
6/19/2026,Musienene,Nord-Kivu,1,1
6/19/2026,Nia-Nia,Ituri,1,1
6/19/2026,Nizi,Ituri,26,5
6/19/2026,Nyankunde,Ituri,79,7
6/19/2026,Oicha,Nord-Kivu,3,2
6/19/2026,Rimba,Ituri,3,0
6/19/2026,Rwampara,Ituri,201,35
6/19/2026,Tchomia,Ituri,5,0
6/19/2026,Vuhovi,Nord-Kivu,1,1
6/20/2026,Aru,Ituri,3,1
6/20/2026,Aungba,Ituri,6,2
6/20/2026,Bambu,Ituri,14,2
6/20/2026,Beni,Nord-Kivu,17,12
6/20/2026,Bunia,Ituri,275,44
6/20/2026,Butembo,Nord-Kivu,27,13
6/20/2026,Damas,Ituri,4,0
6/20/2026,Drodro,Ituri,1,1
6/20/2026,Fataki,Ituri,1,0
6/20/2026,Gety,Ituri,1,0
6/20/2026,Goma,Nord-Kivu,1,0
6/20/2026,Kalunguta,Nord-Kivu,2,1
6/20/2026,Kambala,Ituri,1,1
6/20/2026,Katwa,Nord-Kivu,28,17
6/20/2026,Kilo,Ituri,7,1
6/20/2026,Komanda,Ituri,10,3
6/20/2026,Kyondo,Nord-Kivu,2,1
6/20/2026,Lita,Ituri,20,6
6/20/2026,Logo,Ituri,2,0
6/20/2026,Mabalako,Nord-Kivu,1,0
6/20/2026,Mambasa,Ituri,2,1
6/20/2026,Mangala,Ituri,7,4
6/20/2026,Masereka,Nord-Kivu,1,0
6/20/2026,Miti-Murhesa,Sud-Kivu,3,1
6/20/2026,Mongbwalu,Ituri,220,91
6/20/2026,Musienene,Nord-Kivu,1,1
6/20/2026,Nia-Nia,Ituri,1,1
6/20/2026,Nizi,Ituri,26,5
6/20/2026,Nyankunde,Ituri,79,7
6/20/2026,Oicha,Nord-Kivu,3,2
6/20/2026,Rimba,Ituri,3,0
6/20/2026,Rwampara,Ituri,211,35
6/20/2026,Tchomia,Ituri,5,0
6/20/2026,Vuhovi,Nord-Kivu,1,1
6/21/2026,Aru,Ituri,3,1
6/21/2026,Aungba,Ituri,6,2
6/21/2026,Bambu,Ituri,14,2
6/21/2026,Beni,Nord-Kivu,18,12
6/21/2026,Bunia,Ituri,285,45
6/21/2026,Butembo,Nord-Kivu,28,13
6/21/2026,Damas,Ituri,4,0
6/21/2026,Drodro,Ituri,1,1
6/21/2026,Fataki,Ituri,1,0
6/21/2026,Gety,Ituri,1,0
6/21/2026,Goma,Nord-Kivu,1,0
6/21/2026,Kalunguta,Nord-Kivu,2,1
6/21/2026,Kambala,Ituri,1,1
6/21/2026,Katwa,Nord-Kivu,31,19
6/21/2026,Kilo,Ituri,7,1
6/21/2026,Komanda,Ituri,10,3
6/21/2026,Kyondo,Nord-Kivu,3,1
6/21/2026,Lita,Ituri,21,6
6/21/2026,Logo,Ituri,2,0
6/21/2026,Mabalako,Nord-Kivu,1,0
6/21/2026,Mambasa,Ituri,2,1
6/21/2026,Mangala,Ituri,11,5
6/21/2026,Masereka,Nord-Kivu,1,0
6/21/2026,Miti-Murhesa,Sud-Kivu,3,1
6/21/2026,Mongbwalu,Ituri,229,96
6/21/2026,Musienene,Nord-Kivu,2,1
6/21/2026,Nia-Nia,Ituri,2,2
6/21/2026,Nizi,Ituri,26,5
6/21/2026,Nyankunde,Ituri,86,9
6/21/2026,Oicha,Nord-Kivu,3,2
6/21/2026,Rimba,Ituri,3,0
6/21/2026,Rwampara,Ituri,215,36
6/21/2026,Tchomia,Ituri,7,0
6/21/2026,Vuhovi,Nord-Kivu,1,1
6/22/2026,Aru,Ituri,3,1
6/22/2026,Aungba,Ituri,6,2
6/22/2026,Bambu,Ituri,14,2
6/22/2026,Beni,Nord-Kivu,20,12
6/22/2026,Bunia,Ituri,296,48
6/22/2026,Butembo,Nord-Kivu,28,13
6/22/2026,Damas,Ituri,4,0
6/22/2026,Drodro,Ituri,1,1
6/22/2026,Fataki,Ituri,1,0
6/22/2026,Gety,Ituri,1,0
6/22/2026,Goma,Nord-Kivu,1,0
6/22/2026,Kalunguta,Nord-Kivu,2,1
6/22/2026,Kambala,Ituri,1,1
6/22/2026,Katwa,Nord-Kivu,32,19
6/22/2026,Kilo,Ituri,7,1
6/22/2026,Komanda,Ituri,10,3
6/22/2026,Kyondo,Nord-Kivu,3,1
6/22/2026,Lita,Ituri,24,6
6/22/2026,Logo,Ituri,5,0
6/22/2026,Mabalako,Nord-Kivu,1,0
6/22/2026,Mambasa,Ituri,2,1
6/22/2026,Mangala,Ituri,14,6
6/22/2026,Masereka,Nord-Kivu,1,0
6/22/2026,Miti-Murhesa,Sud-Kivu,3,1
6/22/2026,Mongbwalu,Ituri,237,100
6/22/2026,Musienene,Nord-Kivu,2,1
6/22/2026,Nia-Nia,Ituri,2,2
6/22/2026,Nizi,Ituri,30,6
6/22/2026,Nyankunde,Ituri,86,9
6/22/2026,Oicha,Nord-Kivu,3,2
6/22/2026,Rimba,Ituri,3,0
6/22/2026,Rwampara,Ituri,225,37
6/22/2026,Tchomia,Ituri,8,0
6/22/2026,Vuhovi,Nord-Kivu,1,1
6/23/2026,Aru,Ituri,3,1
6/23/2026,Aungba,Ituri,6,2
6/23/2026,Bambu,Ituri,14,2
6/23/2026,Beni,Nord-Kivu,20,12
6/23/2026,Bunia,Ituri,304,54
6/23/2026,Butembo,Nord-Kivu,29,13
6/23/2026,Damas,Ituri,4,0
6/23/2026,Drodro,Ituri,1,1
6/23/2026,Fataki,Ituri,1,0
6/23/2026,Gety,Ituri,1,0
6/23/2026,Goma,Nord-Kivu,1,0
6/23/2026,Kalunguta,Nord-Kivu,2,1
6/23/2026,Kambala,Ituri,1,1
6/23/2026,Katwa,Nord-Kivu,32,19
6/23/2026,Kilo,Ituri,7,1
6/23/2026,Komanda,Ituri,13,3
6/23/2026,Kyondo,Nord-Kivu,3,2
6/23/2026,Lita,Ituri,26,6
6/23/2026,Logo,Ituri,5,0
6/23/2026,Mabalako,Nord-Kivu,1,0
6/23/2026,Mambasa,Ituri,2,1
6/23/2026,Mangala,Ituri,17,8
6/23/2026,Masereka,Nord-Kivu,1,0
6/23/2026,Mongbwalu,Ituri,241,103
6/23/2026,Musienene,Nord-Kivu,2,2
6/23/2026,Nia-Nia,Ituri,5,3
6/23/2026,Nizi,Ituri,30,6
6/23/2026,Nyankunde,Ituri,86,9
6/23/2026,Oicha,Nord-Kivu,3,2
6/23/2026,Rimba,Ituri,3,0
6/23/2026,Rwampara,Ituri,225,37
6/23/2026,Tchomia,Ituri,8,0
6/23/2026,Vuhovi,Nord-Kivu,1,1
6/24/2026,Aru,Ituri,3,1
6/24/2026,Aungba,Ituri,6,2
6/24/2026,Bambu,Ituri,14,2
6/24/2026,Beni,Nord-Kivu,20,12
6/24/2026,Bunia,Ituri,314,60
6/24/2026,Butembo,Nord-Kivu,31,13
6/24/2026,Damas,Ituri,4,0
6/24/2026,Drodro,Ituri,1,
6/24/2026,Fataki,Ituri,1,0
6/24/2026,Gety,Ituri,1,0
6/24/2026,Goma,Nord-Kivu,1,0
6/24/2026,Kalunguta,Nord-Kivu,2,1
6/24/2026,Kambala,Ituri,1,1
6/24/2026,Katwa,Nord-Kivu,33,20
6/24/2026,Kilo,Ituri,9,1
6/24/2026,Komanda,Ituri,13,3
6/24/2026,Kyondo,Nord-Kivu,3,2
6/24/2026,Lita,Ituri,26,6
6/24/2026,Logo,Ituri,5,0
6/24/2026,Mabalako,Nord-Kivu,1,0
6/24/2026,Mambasa,Ituri,2,1
6/24/2026,Mangala,Ituri,17,8
6/24/2026,Masereka,Nord-Kivu,1,0
6/24/2026,Miti-Murhesa,Sud-Kivu,3,1
6/24/2026,Mongbwalu,Ituri,245,105
6/24/2026,Musienene,Nord-Kivu,2,2
6/24/2026,Nia-Nia,Ituri,5,3
6/24/2026,Nizi,Ituri,30,6
6/24/2026,Nyankunde,Ituri,91,10
6/24/2026,Oicha,Nord-Kivu,3,2
6/24/2026,Rimba,Ituri,3,0
6/24/2026,Rwampara,Ituri,237,40
6/24/2026,Tchomia,Ituri,9,0
6/24/2026,Vuhovi,Nord-Kivu,1,1
6/25/2026,Aru,Ituri,3,1
6/25/2026,Aungba,Ituri,6,2
6/25/2026,Bambu,Ituri,14,3
6/25/2026,Beni,Nord-Kivu,22,13
6/25/2026,Bunia,Ituri,323,64
6/25/2026,Butembo,Nord-Kivu,33,14
6/25/2026,Damas,Ituri,4,0
6/25/2026,Drodro,Ituri,1,1
6/25/2026,Fataki,Ituri,1,0
6/25/2026,Gety,Ituri,1,0
6/25/2026,Goma,Nord-Kivu,1,0
6/25/2026,Kalunguta,Nord-Kivu,2,1
6/25/2026,Kambala,Ituri,1,1
6/25/2026,Katwa,Nord-Kivu,35,22
6/25/2026,Kilo,Ituri,9,1
6/25/2026,Komanda,Ituri,13,3
6/25/2026,Kyondo,Nord-Kivu,3,2
6/25/2026,Lita,Ituri,26,6
6/25/2026,Logo,Ituri,7,0
6/25/2026,Mabalako,Nord-Kivu,1,0
6/25/2026,Mambasa,Ituri,2,1
6/25/2026,Mangala,Ituri,17,8
6/25/2026,Masereka,Nord-Kivu,1,0
6/25/2026,Miti-Murhesa,Sud-Kivu,3,1
6/25/2026,Mongbwalu,Ituri,250,109
6/25/2026,Musienene,Nord-Kivu,2,2
6/25/2026,Nia-Nia,Ituri,5,3
6/25/2026,Nizi,Ituri,32,6
6/25/2026,Nyankunde,Ituri,93,11
6/25/2026,Oicha,Nord-Kivu,3,2
6/25/2026,Rimba,Ituri,3,0
6/25/2026,Rwampara,Ituri,258,43
6/25/2026,Tchomia,Ituri,10,0
6/25/2026,Vuhovi,Nord-Kivu,1,1
6/29/2026,Aru,Ituri,3,1
6/29/2026,Aungba,Ituri,6,2
6/29/2026,Bambu,Ituri,16,4
6/29/2026,Beni,Nord-Kivu,22,14
6/29/2026,Bunia,Ituri,358,82
6/29/2026,Butembo,Nord-Kivu,34,14
6/29/2026,Damas,Ituri,5,0
6/29/2026,Drodro,Ituri,3,3
6/29/2026,Fataki,Ituri,1,0
6/29/2026,Gety,Ituri,1,0
6/29/2026,Goma,Nord-Kivu,1,0
6/29/2026,Kalunguta,Nord-Kivu,2,1
6/29/2026,Kambala,Ituri,1,1
6/29/2026,Katwa,Nord-Kivu,45,27
6/29/2026,Kilo,Ituri,9,1
6/29/2026,Komanda,Ituri,16,5
6/29/2026,Kyondo,Nord-Kivu,3,2
6/29/2026,Lita,Ituri,29,9
6/29/2026,Logo,Ituri,7,0
6/29/2026,Mabalako,Nord-Kivu,1,0
6/29/2026,Mambasa,Ituri,2,1
6/29/2026,Mandima,Ituri,1,0
6/29/2026,Mangala,Ituri,24,12
6/29/2026,Masereka,Nord-Kivu,1,0
6/29/2026,Miti-Murhesa,Sud-Kivu,3,1
6/29/2026,Mongbwalu,Ituri,258,123
6/29/2026,Musienene,Nord-Kivu,3,2
6/29/2026,Nia-Nia,Ituri,11,5
6/29/2026,Nizi,Ituri,41,9
6/29/2026,Nyankunde,Ituri,94,15
6/29/2026,Oicha,Nord-Kivu,3,2
6/29/2026,Rimba,Ituri,3,0
6/29/2026,Rwampara,Ituri,295,60
6/29/2026,Tchomia,Ituri,13,2
6/29/2026,Vuhovi,Nord-Kivu,1,1
6/30/2026,Aru,Ituri,3,1
6/30/2026,Aungba,Ituri,6,2
6/30/2026,Bambu,Ituri,16,5
6/30/2026,Beni,Nord-Kivu,24,15
6/30/2026,Bunia,Ituri,387,94
6/30/2026,Butembo,Nord-Kivu,34,15
6/30/2026,Damas,Ituri,5,0
6/30/2026,Drodro,Ituri,3,3
6/30/2026,Fataki,Ituri,1,0
6/30/2026,Gety,Ituri,1,0
6/30/2026,Goma,Nord-Kivu,1,0
6/30/2026,Kalunguta,Nord-Kivu,2,1
6/30/2026,Kambala,Ituri,2,2
6/30/2026,Katwa,Nord-Kivu,47,33
6/30/2026,Kilo,Ituri,9,1
6/30/2026,Komanda,Ituri,18,5
6/30/2026,Kyondo,Nord-Kivu,3,2
6/30/2026,Lita,Ituri,29,9
6/30/2026,Logo,Ituri,7,0
6/30/2026,Lolwa,Ituri,1,1
6/30/2026,Mabalako,Nord-Kivu,1,0
6/30/2026,Mambasa,Ituri,2,1
6/30/2026,Mandima,Ituri,2,1
6/30/2026,Mangala,Ituri,24,12
6/30/2026,Masereka,Nord-Kivu,1,0
6/30/2026,Miti-Murhesa,Sud-Kivu,3,1
6/30/2026,Mongbwalu,Ituri,264,126
6/30/2026,Musienene,Nord-Kivu,3,2
6/30/2026,Nia-Nia,Ituri,12,5
6/30/2026,Nizi,Ituri,61,19
6/30/2026,Nyankunde,Ituri,95,16
6/30/2026,Oicha,Nord-Kivu,3,2
6/30/2026,Rimba,Ituri,3,0
6/30/2026,Rwampara,Ituri,301,61
6/30/2026,Tchomia,Ituri,14,2
6/30/2026,Vuhovi,Nord-Kivu,1,1
7/1/2026,Aru,Ituri,3,1
7/1/2026,Aungba,Ituri,6,2
7/1/2026,Bambu,Ituri,16,5
7/1/2026,Beni,Nord-Kivu,26,15
7/1/2026,Bunia,Ituri,416,103
7/1/2026,Butembo,Nord-Kivu,34,15
7/1/2026,Damas,Ituri,5,0
7/1/2026,Drodro,Ituri,3,3
7/1/2026,Fataki,Ituri,1,0
7/1/2026,Gety,Ituri,1,0
7/1/2026,Goma,Nord-Kivu,1,0
7/1/2026,Kalunguta,Nord-Kivu,2,1
7/1/2026,Kambala,Ituri,2,2
7/1/2026,Katwa,Nord-Kivu,49,33
7/1/2026,Kilo,Ituri,9,1
7/1/2026,Komanda,Ituri,19,5
7/1/2026,Kyondo,Nord-Kivu,3,2
7/1/2026,Lita,Ituri,32,11
7/1/2026,Logo,Ituri,7,0
7/1/2026,Lolwa,Ituri,1,1
7/1/2026,Mabalako,Nord-Kivu,1,0
7/1/2026,Mambasa,Ituri,2,1
7/1/2026,Mandima,Ituri,2,1
7/1/2026,Mangala,Ituri,24,12
7/1/2026,Masereka,Nord-Kivu,1,0
7/1/2026,Miti-Murhesa,Sud-Kivu,3,1
7/1/2026,Mongbwalu,Ituri,270,127
7/1/2026,Musienene,Nord-Kivu,3,2
7/1/2026,Nia-Nia,Ituri,12,5
7/1/2026,Nizi,Ituri,65,19
7/1/2026,Nyankunde,Ituri,95,16
7/1/2026,Oicha,Nord-Kivu,3,2
7/1/2026,Rimba,Ituri,3,0
7/1/2026,Rwampara,Ituri,308,63
7/1/2026,Tchomia,Ituri,14,2
7/1/2026,Vuhovi,Nord-Kivu,1,1
7/2/2026,Aru,Ituri,3,1
7/2/2026,Aungba,Ituri,6,2
7/2/2026,Bambu,Ituri,18,5
7/2/2026,Beni,Nord-Kivu,28,16
7/2/2026,Bunia,Ituri,426,106
7/2/2026,Butembo,Nord-Kivu,38,16
7/2/2026,Damas,Ituri,5,0
7/2/2026,Drodro,Ituri,3,3
7/2/2026,Fataki,Ituri,1,0
7/2/2026,Gety,Ituri,1,0
7/2/2026,Goma,Nord-Kivu,2,0
7/2/2026,Kalunguta,Nord-Kivu,2,1
7/2/2026,Kambala,Ituri,2,2
7/2/2026,Katwa,Nord-Kivu,51,35
7/2/2026,Kilo,Ituri,9,1
7/2/2026,Komanda,Ituri,19,5
7/2/2026,Kyondo,Nord-Kivu,3,2
7/2/2026,Lita,Ituri,33,12
7/2/2026,Logo,Ituri,7,0
7/2/2026,Lolwa,Ituri,1,1
7/2/2026,Mabalako,Nord-Kivu,1,0
7/2/2026,Mambasa,Ituri,2,1
7/2/2026,Mandima,Ituri,4,1
7/2/2026,Mangala,Ituri,24,12
7/2/2026,Masereka,Nord-Kivu,1,0
7/2/2026,Miti-Murhesa,Sud-Kivu,3,1
7/2/2026,Mongbwalu,Ituri,273,136
7/2/2026,Musienene,Nord-Kivu,3,2
7/2/2026,Nia-Nia,Ituri,12,5
7/2/2026,Nizi,Ituri,65,19
7/2/2026,Nyankunde,Ituri,95,16
7/2/2026,Oicha,Nord-Kivu,3,2
7/2/2026,Rimba,Ituri,3,0
7/2/2026,Rwampara,Ituri,322,67
7/2/2026,Tchomia,Ituri,15,2
7/2/2026,Vuhovi,Nord-Kivu,1,1
7/3/2026,Aru,Ituri,3,1
7/3/2026,Aungba,Ituri,6,2
7/3/2026,Bambu,Ituri,18,5
7/3/2026,Beni,Nord-Kivu,29,17
7/3/2026,Bunia,Ituri,431,112
7/3/2026,Butembo,Nord-Kivu,40,18
7/3/2026,Damas,Ituri,5,0
7/3/2026,Drodro,Ituri,3,3
7/3/2026,Fataki,Ituri,1,0
7/3/2026,Gety,Ituri,1,0
7/3/2026,Goma,Nord-Kivu,1,0
7/3/2026,Kalunguta,Nord-Kivu,2,1
7/3/2026,Kambala,Ituri,2,2
7/3/2026,Katwa,Nord-Kivu,51,37
7/3/2026,Kilo,Ituri,9,1
7/3/2026,Komanda,Ituri,19,5
7/3/2026,Kyondo,Nord-Kivu,4,2
7/3/2026,Lita,Ituri,33,12
7/3/2026,Logo,Ituri,7,0
7/3/2026,Lolwa,Ituri,1,1
7/3/2026,Mabalako,Nord-Kivu,1,0
7/3/2026,Mambasa,Ituri,2,1
7/3/2026,Mandima,Ituri,4,1
7/3/2026,Mangala,Ituri,26,14
7/3/2026,Masereka,Nord-Kivu,2,0
7/3/2026,Miti-Murhesa,Sud-Kivu,3,1
7/3/2026,Mongbwalu,Ituri,276,139
7/3/2026,Musienene,Nord-Kivu,4,2
7/3/2026,Nia-Nia,Ituri,12,5
7/3/2026,Nizi,Ituri,65,19
7/3/2026,Nyankunde,Ituri,95,17
7/3/2026,Oicha,Nord-Kivu,3,2
7/3/2026,Rimba,Ituri,3,0
7/3/2026,Rwampara,Ituri,333,69
7/3/2026,Tchomia,Ituri,15,2
7/3/2026,Vuhovi,Nord-Kivu,1,1
7/4/2026,Aru,Ituri,3,1
7/4/2026,Aungba,Ituri,6,2
7/4/2026,Bambu,Ituri,18,5
7/4/2026,Beni,Nord-Kivu,29,17
7/4/2026,Bunia,Ituri,438,118
7/4/2026,Butembo,Nord-Kivu,40,18
7/4/2026,Damas,Ituri,5,0
7/4/2026,Drodro,Ituri,3,3
7/4/2026,Fataki,Ituri,1,0
7/4/2026,Gety,Ituri,1,0
7/4/2026,Goma,Nord-Kivu,1,0
7/4/2026,Kalunguta,Nord-Kivu,2,1
7/4/2026,Kambala,Ituri,2,2
7/4/2026,Katwa,Nord-Kivu,52,38
7/4/2026,Kilo,Ituri,9,1
7/4/2026,Komanda,Ituri,22,8
7/4/2026,Kyondo,Nord-Kivu,4,2
7/4/2026,Lita,Ituri,33,12
7/4/2026,Logo,Ituri,7,0
7/4/2026,Lolwa,Ituri,1,1
7/4/2026,Mabalako,Nord-Kivu,1,0
7/4/2026,Mambasa,Ituri,2,1
7/4/2026,Mandima,Ituri,4,1
7/4/2026,Mangala,Ituri,26,14
7/4/2026,Masereka,Nord-Kivu,2,0
7/4/2026,Miti-Murhesa,Sud-Kivu,3,1
7/4/2026,Mongbwalu,Ituri,278,141
7/4/2026,Musienene,Nord-Kivu,6,2
7/4/2026,Nia-Nia,Ituri,12,5
7/4/2026,Nizi,Ituri,72,19
7/4/2026,Nyankunde,Ituri,95,17
7/4/2026,Oicha,Nord-Kivu,3,2
7/4/2026,Rimba,Ituri,3,0
7/4/2026,Rwampara,Ituri,344,71
7/4/2026,Tchomia,Ituri,15,2
7/4/2026,Vuhovi,Nord-Kivu,1,1
7/5/2026,Aru,Ituri,3,1
7/5/2026,Aungba,Ituri,6,2
7/5/2026,Bambu,Ituri,25,6
7/5/2026,Beni,Nord-Kivu,29,17
7/5/2026,Bunia,Ituri,452,121
7/5/2026,Butembo,Nord-Kivu,40,18
7/5/2026,Damas,Ituri,5,0
7/5/2026,Drodro,Ituri,3,3
7/5/2026,Fataki,Ituri,2,0
7/5/2026,Gety,Ituri,1,0
7/5/2026,Goma,Nord-Kivu,1,0
7/5/2026,Kalunguta,Nord-Kivu,2,1
7/5/2026,Kambala,Ituri,2,2
7/5/2026,Katwa,Nord-Kivu,52,38
7/5/2026,Kilo,Ituri,9,1
7/5/2026,Komanda,Ituri,22,8
7/5/2026,Kyondo,Nord-Kivu,4,2
7/5/2026,Lita,Ituri,33,12
7/5/2026,Logo,Ituri,7,0
7/5/2026,Lolwa,Ituri,1,1
7/5/2026,Mabalako,Nord-Kivu,1,0
7/5/2026,Mambasa,Ituri,2,1
7/5/2026,Mandima,Ituri,4,1
7/5/2026,Mangala,Ituri,33,14
7/5/2026,Masereka,Nord-Kivu,3,0
7/5/2026,Miti-Murhesa,Sud-Kivu,3,1
7/5/2026,Mongbwalu,Ituri,288,149
7/5/2026,Musienene,Nord-Kivu,8,2
7/5/2026,Nia-Nia,Ituri,20,5
7/5/2026,Nizi,Ituri,78,19
7/5/2026,Nyankunde,Ituri,96,19
7/5/2026,Oicha,Nord-Kivu,3,2
7/5/2026,Rimba,Ituri,4,0
7/5/2026,Rwampara,Ituri,349,72
7/5/2026,Tchomia,Ituri,15,2
7/5/2026,Vuhovi,Nord-Kivu,1,1
7/6/2026,Aru,Ituri,3,1
7/6/2026,Aungba,Ituri,6,2
7/6/2026,Bambu,Ituri,28,9
7/6/2026,Beni,Nord-Kivu,29,19
7/6/2026,Boga,Ituri,1,1
7/6/2026,Bunia,Ituri,472,134
7/6/2026,Butembo,Nord-Kivu,41,20
7/6/2026,Damas,Ituri,5,0
7/6/2026,Drodro,Ituri,3,3
7/6/2026,Fataki,Ituri,3,1
7/6/2026,Gety,Ituri,1,0
7/6/2026,Goma,Nord-Kivu,1,0
7/6/2026,Kalunguta,Nord-Kivu,2,1
7/6/2026,Kambala,Ituri,2,2
7/6/2026,Katwa,Nord-Kivu,56,41
7/6/2026,Kilo,Ituri,9,1
7/6/2026,Komanda,Ituri,23,8
7/6/2026,Kyondo,Nord-Kivu,4,2
7/6/2026,Lita,Ituri,40,16
7/6/2026,Logo,Ituri,7,0
7/6/2026,Lolwa,Ituri,1,1
7/6/2026,Mabalako,Nord-Kivu,1,0
7/6/2026,Mambasa,Ituri,4,3
7/6/2026,Mandima,Ituri,5,2
7/6/2026,Mangala,Ituri,39,20
7/6/2026,Masereka,Nord-Kivu,3,0
7/6/2026,Miti-Murhesa,Sud-Kivu,3,1
7/6/2026,Mongbwalu,Ituri,298,154
7/6/2026,Musienene,Nord-Kivu,8,2
7/6/2026,Nia-Nia,Ituri,33,12
7/6/2026,Nizi,Ituri,84,24
7/6/2026,Nyankunde,Ituri,96,20
7/6/2026,Oicha,Nord-Kivu,3,2
7/6/2026,Rimba,Ituri,4,0
7/6/2026,Rwampara,Ituri,357,75
7/6/2026,Tchomia,Ituri,15,2
7/6/2026,Vuhovi,Nord-Kivu,1,1
7/7/2026,Aru,Ituri,3,1
7/7/2026,Aungba,Ituri,6,2
7/7/2026,Bambu,Ituri,28,9
7/7/2026,Beni,Nord-Kivu,29,19
7/7/2026,Boga,Ituri,1,1
7/7/2026,Bunia,Ituri,483,137
7/7/2026,Butembo,Nord-Kivu,42,20
7/7/2026,Damas,Ituri,5,0
7/7/2026,Drodro,Ituri,3,3
7/7/2026,Fataki,Ituri,4,1
7/7/2026,Gety,Ituri,1,0
7/7/2026,Goma,Nord-Kivu,1,0
7/7/2026,Kalunguta,Nord-Kivu,2,1
7/7/2026,Kambala,Ituri,2,2
7/7/2026,Katwa,Nord-Kivu,61,41
7/7/2026,Kilo,Ituri,9,1
7/7/2026,Komanda,Ituri,23,8
7/7/2026,Kyondo,Nord-Kivu,4,2
7/7/2026,Lita,Ituri,40,16
7/7/2026,Logo,Ituri,7,0
7/7/2026,Lolwa,Ituri,1,1
7/7/2026,Mabalako,Nord-Kivu,1,0
7/7/2026,Mambasa,Ituri,4,3
7/7/2026,Mandima,Ituri,5,2
