Date,Health Zone,Province,Confirmed Cases,Confirmed Deaths
7/7/2026,Mangala,Ituri,40,20
7/7/2026,Masereka,Nord-Kivu,3,0
7/7/2026,Miti-Murhesa,Sud-Kivu,3,1
7/7/2026,Mongbwalu,Ituri,310,165
7/7/2026,Musienene,Nord-Kivu,8,2
7/7/2026,Nia-Nia,Ituri,35,13
7/7/2026,Nizi,Ituri,94,28
7/7/2026,Nyankunde,Ituri,97,20
7/7/2026,Oicha,Nord-Kivu,3,2
7/7/2026,Rimba,Ituri,4,0
7/7/2026,Rwampara,Ituri,364,76
7/7/2026,Tchomia,Ituri,15,2
7/7/2026,Vuhovi,Nord-Kivu,1,1
7/8/2026,Aru,Ituri,3,1
7/8/2026,Aungba,Ituri,6,2
7/8/2026,Bambu,Ituri,29,10
7/8/2026,Beni,Nord-Kivu,29,19
7/8/2026,Boga,Ituri,1,1
7/8/2026,Bunia,Ituri,487,141
7/8/2026,Butembo,Nord-Kivu,42,20
7/8/2026,Damas,Ituri,5,0
7/8/2026,Drodro,Ituri,3,3
7/8/2026,Fataki,Ituri,4,1
7/8/2026,Gety,Ituri,1,0
7/8/2026,Goma,Nord-Kivu,1,0
7/8/2026,Kalunguta,Nord-Kivu,2,1
7/8/2026,Kambala,Ituri,2,2
7/8/2026,Katwa,Nord-Kivu,61,41
7/8/2026,Kilo,Ituri,9,1
7/8/2026,Komanda,Ituri,23,8
7/8/2026,Kyondo,Nord-Kivu,4,2
7/8/2026,Lita,Ituri,41,16
7/8/2026,Logo,Ituri,7,0
7/8/2026,Lolwa,Ituri,1,1
7/8/2026,Mabalako,Nord-Kivu,1,0
7/8/2026,Mambasa,Ituri,4,3
7/8/2026,Mandima,Ituri,5,2
7/8/2026,Mangala,Ituri,43,23
7/8/2026,Masereka,Nord-Kivu,3,0
7/8/2026,Miti-Murhesa,Sud-Kivu,3,1
7/8/2026,Mongbwalu,Ituri,315,167
7/8/2026,Musienene,Nord-Kivu,8,2
7/8/2026,Nia-Nia,Ituri,35,13
7/8/2026,Nizi,Ituri,104,36
7/8/2026,Nyankunde,Ituri,97,22
7/8/2026,Oicha,Nord-Kivu,3,2
7/8/2026,Rimba,Ituri,4,0
7/8/2026,Rwampara,Ituri,370,80
7/8/2026,Tchomia,Ituri,15,2
7/8/2026,Vuhovi,Nord-Kivu,1,1
7/9/2026,Aru,Ituri,3,1
7/9/2026,Aungba,Ituri,6,2
7/9/2026,Bambu,Ituri,29,10
7/9/2026,Beni,Nord-Kivu,30,20
7/9/2026,Boga,Ituri,1,1
7/9/2026,Bunia,Ituri,495,149
7/9/2026,Butembo,Nord-Kivu,43,20
7/9/2026,Damas,Ituri,5,0
7/9/2026,Drodro,Ituri,3,3
7/9/2026,Fataki,Ituri,4,1
7/9/2026,Gety,Ituri,1,0
7/9/2026,Goma,Nord-Kivu,1,0
7/9/2026,Kalunguta,Nord-Kivu,2,1
7/9/2026,Kambala,Ituri,2,2
7/9/2026,Katwa,Nord-Kivu,66,45
7/9/2026,Kilo,Ituri,9,1
7/9/2026,Komanda,Ituri,25,8
7/9/2026,Kyondo,Nord-Kivu,5,3
7/9/2026,Lita,Ituri,42,17
7/9/2026,Logo,Ituri,7,0
7/9/2026,Lolwa,Ituri,1,1
7/9/2026,Mabalako,Nord-Kivu,1,0
7/9/2026,Mambasa,Ituri,5,4
7/9/2026,Mandima,Ituri,5,2
7/9/2026,Mangala,Ituri,43,23
7/9/2026,Masereka,Nord-Kivu,3,0
7/9/2026,Miti-Murhesa,Sud-Kivu,3,1
7/9/2026,Mongbwalu,Ituri,327,170
7/9/2026,Musienene,Nord-Kivu,9,2
7/9/2026,Nia-Nia,Ituri,35,13
7/9/2026,Nizi,Ituri,107,36
7/9/2026,Nyankunde,Ituri,97,22
7/9/2026,Oicha,Nord-Kivu,3,2
7/9/2026,Rimba,Ituri,4,0
7/9/2026,Rwampara,Ituri,373,83
7/9/2026,Tchomia,Ituri,17,4
7/9/2026,Vuhovi,Nord-Kivu,1,1
7/10/2026,Aru,Ituri,3,1
7/10/2026,Aungba,Ituri,6,2
7/10/2026,Bambu,Ituri,31,10
7/10/2026,Beni,Nord-Kivu,30,20
7/10/2026,Boga,Ituri,1,1
7/10/2026,Bunia,Ituri,503,156
7/10/2026,Butembo,Nord-Kivu,43,20
7/10/2026,Damas,Ituri,5,0
7/10/2026,Drodro,Ituri,4,3
7/10/2026,Fataki,Ituri,4,1
7/10/2026,Gety,Ituri,1,0
7/10/2026,Goma,Nord-Kivu,1,0
7/10/2026,Kalunguta,Nord-Kivu,2,1
7/10/2026,Kambala,Ituri,2,2
7/10/2026,Katwa,Nord-Kivu,67,45
7/10/2026,Kilo,Ituri,9,1
7/10/2026,Komanda,Ituri,25,8
7/10/2026,Kyondo,Nord-Kivu,5,3
7/10/2026,Lita,Ituri,45,19
7/10/2026,Logo,Ituri,7,0
7/10/2026,Lolwa,Ituri,1,1
7/10/2026,Lubunga,Tshopo,1,0
7/10/2026,Mabalako,Nord-Kivu,1,0
7/10/2026,Makiso-Kisangani,Tshopo,2,2
7/10/2026,Mambasa,Ituri,5,4
7/10/2026,Mandima,Ituri,8,3
7/10/2026,Mangala,Ituri,50,29
7/10/2026,Mangobo,Tshopo,1,0
7/10/2026,Masereka,Nord-Kivu,3,0
7/10/2026,Miti-Murhesa,Sud-Kivu,3,1
7/10/2026,Mongbwalu,Ituri,329,171
7/10/2026,Musienene,Nord-Kivu,9,2
7/10/2026,Nia-Nia,Ituri,35,13
7/10/2026,Nizi,Ituri,110,36
7/10/2026,Nyankunde,Ituri,97,23
7/10/2026,Oicha,Nord-Kivu,3,2
7/10/2026,Rimba,Ituri,4,0
7/10/2026,Rwampara,Ituri,384,89
7/10/2026,Tchomia,Ituri,19,4
7/10/2026,Vuhovi,Nord-Kivu,1,1
7/10/2026,Wamba,Haut-U̩l̩,1,1
7/11/2026,Ariwara,Ituri,1,1
7/11/2026,Aru,Ituri,3,1
7/11/2026,Aungba,Ituri,6,2
7/11/2026,Bambu,Ituri,31,10
7/11/2026,Beni,Nord-Kivu,30,20
7/11/2026,Boga,Ituri,1,1
7/11/2026,Bunia,Ituri,507,160
7/11/2026,Butembo,Nord-Kivu,44,21
7/11/2026,Damas,Ituri,5,0
7/11/2026,Drodro,Ituri,4,3
7/11/2026,Fataki,Ituri,4,1
7/11/2026,Gety,Ituri,1,0
7/11/2026,Goma,Nord-Kivu,1,0
7/11/2026,Kalunguta,Nord-Kivu,2,1
7/11/2026,Kambala,Ituri,2,2
7/11/2026,Katwa,Nord-Kivu,71,47
7/11/2026,Kilo,Ituri,9,1
7/11/2026,Komanda,Ituri,27,8
7/11/2026,Kyondo,Nord-Kivu,7,3
7/11/2026,Lita,Ituri,48,19
7/11/2026,Logo,Ituri,7,0
7/11/2026,Lolwa,Ituri,1,1
7/11/2026,Lubunga,Tshopo,1,0
7/11/2026,Mabalako,Nord-Kivu,1,0
7/11/2026,Makiso-Kisangani,Tshopo,2,2
7/11/2026,Mambasa,Ituri,5,4
7/11/2026,Mandima,Ituri,8,3
7/11/2026,Mangala,Ituri,50,29
7/11/2026,Mangobo,Tshopo,1,0
7/11/2026,Masereka,Nord-Kivu,3,0
7/11/2026,Miti-Murhesa,Sud-Kivu,3,1
7/11/2026,Mongbwalu,Ituri,336,177
7/11/2026,Musienene,Nord-Kivu,10,2
7/11/2026,Nia-Nia,Ituri,36,12
7/11/2026,Nizi,Ituri,121,47
7/11/2026,Nyankunde,Ituri,99,25
7/11/2026,Oicha,Nord-Kivu,3,2
7/11/2026,Rimba,Ituri,4,0
7/11/2026,Rwampara,Ituri,393,90
7/11/2026,Tchomia,Ituri,19,4
7/11/2026,Vuhovi,Nord-Kivu,1,1
7/11/2026,Wamba,Haut-U̩l̩,1,1
7/13/2026,Ariwara,Ituri,1,1
7/13/2026,Aru,Ituri,3,1
7/13/2026,Aungba,Ituri,6,2
7/13/2026,Bambu,Ituri,31,10
7/13/2026,Beni,Nord-Kivu,31,20
7/13/2026,Boga,Ituri,1,1
7/13/2026,Boma Mangbetu,Haut-U̩l̩,2,1
7/13/2026,Bunia,Ituri,534,172
7/13/2026,Butembo,Nord-Kivu,46,22
7/13/2026,Damas,Ituri,5,0
7/13/2026,Drodro,Ituri,5,3
7/13/2026,Fataki,Ituri,5,4
7/13/2026,Gety,Ituri,1,0
7/13/2026,Goma,Nord-Kivu,1,0
7/13/2026,Isiro,Haut-U̩l̩,1,1
7/13/2026,Kalunguta,Nord-Kivu,2,1
7/13/2026,Kambala,Ituri,2,2
7/13/2026,Katwa,Nord-Kivu,76,55
7/13/2026,Kilo,Ituri,9,1
7/13/2026,Komanda,Ituri,27,10
7/13/2026,Kyondo,Nord-Kivu,7,3
7/13/2026,Lita,Ituri,59,23
7/13/2026,Logo,Ituri,7,0
7/13/2026,Lolwa,Ituri,2,1
7/13/2026,Lubunga,Tshopo,1,1
7/13/2026,Mabalako,Nord-Kivu,1,0
7/13/2026,Makiso-Kisangani,Tshopo,2,2
7/13/2026,Mambasa,Ituri,5,4
7/13/2026,Mandima,Ituri,8,3
7/13/2026,Mangala,Ituri,50,29
7/13/2026,Mangobo,Tshopo,1,0
7/13/2026,Masereka,Nord-Kivu,3,0
7/13/2026,Miti-Murhesa,Sud-Kivu,3,1
7/13/2026,Mongbwalu,Ituri,336,182
7/13/2026,Musienene,Nord-Kivu,11,2
7/13/2026,Nia-Nia,Ituri,36,7
7/13/2026,Nizi,Ituri,131,50
7/13/2026,Nyankunde,Ituri,99,26
7/13/2026,Oicha,Nord-Kivu,3,2
7/13/2026,Pawa,Haut-U̩l̩,3,3
7/13/2026,Rimba,Ituri,4,0
7/13/2026,Rwampara,Ituri,405,95
7/13/2026,Tchomia,Ituri,19,4
7/13/2026,Vuhovi,Nord-Kivu,1,1
7/13/2026,Wamba,Haut-U̩l̩,8,8
7/14/2026,Ariwara,Ituri,1,1
7/14/2026,Aru,Ituri,3,1
7/14/2026,Aungba,Ituri,6,2
7/14/2026,Bambu,Ituri,31,10
7/14/2026,Beni,Nord-Kivu,31,20
7/14/2026,Boga,Ituri,1,1
7/14/2026,Boma Mangbetu,Haut-U̩l̩,2,1
7/14/2026,Bunia,Ituri,556,185
7/14/2026,Butembo,Nord-Kivu,49,24
7/14/2026,Damas,Ituri,5,0
7/14/2026,Drodro,Ituri,5,3
7/14/2026,Fataki,Ituri,6,5
7/14/2026,Gety,Ituri,1,0
7/14/2026,Goma,Nord-Kivu,1,0
7/14/2026,Isiro,Haut-U̩l̩,1,1
7/14/2026,Kalunguta,Nord-Kivu,2,1
7/14/2026,Kambala,Ituri,2,2
7/14/2026,Katwa,Nord-Kivu,78,56
7/14/2026,Kilo,Ituri,9,1
7/14/2026,Komanda,Ituri,27,10
7/14/2026,Kyondo,Nord-Kivu,7,3
7/14/2026,Lita,Ituri,64,23
7/14/2026,Logo,Ituri,7,0
7/14/2026,Lolwa,Ituri,2,1
7/14/2026,Lubunga,Tshopo,1,1
7/14/2026,Mabalako,Nord-Kivu,1,0
7/14/2026,Makiso-Kisangani,Tshopo,2,2
7/14/2026,Mambasa,Ituri,5,4
7/14/2026,Mandima,Ituri,9,4
7/14/2026,Mangala,Ituri,50,29
7/14/2026,Mangobo,Tshopo,1,0
7/14/2026,Masereka,Nord-Kivu,3,0
7/14/2026,Miti-Murhesa,Sud-Kivu,3,1
7/14/2026,Mongbwalu,Ituri,342,188
7/14/2026,Musienene,Nord-Kivu,13,3
7/14/2026,Nia-Nia,Ituri,41,9
7/14/2026,Nizi,Ituri,139,58
7/14/2026,Nyankunde,Ituri,99,26
7/14/2026,Oicha,Nord-Kivu,3,3
7/14/2026,Pawa,Haut-U̩l̩,3,3
7/14/2026,Rimba,Ituri,4,0
7/14/2026,Rwampara,Ituri,412,101
7/14/2026,Tchomia,Ituri,19,4
7/14/2026,Vuhovi,Nord-Kivu,1,1
7/14/2026,Wamba,Haut-U̩l̩,8,8
7/15/2026,Ariwara,Ituri,1,1
7/15/2026,Aru,Ituri,3,1
7/15/2026,Aungba,Ituri,6,2
7/15/2026,Bambu,Ituri,31,11
7/15/2026,Beni,Nord-Kivu,33,22
7/15/2026,Boga,Ituri,1,1
7/15/2026,Boma Mangbetu,Haut-U̩l̩,2,1
7/15/2026,Bunia,Ituri,570,191
7/15/2026,Butembo,Nord-Kivu,52,26
7/15/2026,Damas,Ituri,7,0
7/15/2026,Drodro,Ituri,5,3
7/15/2026,Fataki,Ituri,6,5
7/15/2026,Gety,Ituri,1,0
7/15/2026,Goma,Nord-Kivu,1,0
7/15/2026,Isiro,Haut-U̩l̩,1,1
7/15/2026,Kalunguta,Nord-Kivu,2,1
7/15/2026,Kambala,Ituri,2,2
7/15/2026,Katwa,Nord-Kivu,82,59
7/15/2026,Kilo,Ituri,10,2
7/15/2026,Komanda,Ituri,27,10
7/15/2026,Kyondo,Nord-Kivu,7,3
7/15/2026,Lita,Ituri,66,23
7/15/2026,Logo,Ituri,7,0
7/15/2026,Lolwa,Ituri,2,1
7/15/2026,Lubunga,Tshopo,1,1
7/15/2026,Mabalako,Nord-Kivu,1,0
7/15/2026,Mahagi,Ituri,1,0
7/15/2026,Makiso-Kisangani,Tshopo,2,2
7/15/2026,Mambasa,Ituri,5,4
7/15/2026,Mandima,Ituri,9,4
7/15/2026,Mangala,Ituri,50,29
7/15/2026,Mangobo,Tshopo,1,0
7/15/2026,Masereka,Nord-Kivu,3,0
7/15/2026,Miti-Murhesa,Sud-Kivu,3,1
7/15/2026,Mongbwalu,Ituri,347,192
7/15/2026,Musienene,Nord-Kivu,14,4
7/15/2026,Nia-Nia,Ituri,42,9
7/15/2026,Nizi,Ituri,148,67
7/15/2026,Nyankunde,Ituri,99,26
7/15/2026,Oicha,Nord-Kivu,3,3
7/15/2026,Pawa,Haut-U̩l̩,3,3
7/15/2026,Rimba,Ituri,4,0
7/15/2026,Rwampara,Ituri,418,104
7/15/2026,Tchomia,Ituri,19,4
7/15/2026,Vuhovi,Nord-Kivu,1,1
7/15/2026,Wamba,Haut-U̩l̩,8,8
7/17/2026,Ariwara,Ituri,6,1
7/17/2026,Aru,Ituri,4,1
7/17/2026,Aungba,Ituri,6,2
7/17/2026,Bambu,Ituri,36,12
7/17/2026,Beni,Nord-Kivu,34,24
7/17/2026,Boga,Ituri,1,1
7/17/2026,Boma Mangbetu,Haut-U̩l̩,2,1
7/17/2026,Bunia,Ituri,606,197
7/17/2026,Butembo,Nord-Kivu,55,27
7/17/2026,Damas,Ituri,7,0
7/17/2026,Drodro,Ituri,5,3
7/17/2026,Fataki,Ituri,9,6
7/17/2026,Gety,Ituri,1,0
7/17/2026,Goma,Nord-Kivu,1,0
7/17/2026,Isiro,Haut-U̩l̩,1,1
7/17/2026,Kalunguta,Nord-Kivu,2,1
7/17/2026,Kambala,Ituri,2,2
7/17/2026,Katwa,Nord-Kivu,92,67
7/17/2026,Kilo,Ituri,11,3
7/17/2026,Komanda,Ituri,27,10
7/17/2026,Kyondo,Nord-Kivu,8,4
7/17/2026,Lita,Ituri,77,27
7/17/2026,Logo,Ituri,7,1
7/17/2026,Lolwa,Ituri,2,1
7/17/2026,Lubunga,Tshopo,1,0
7/17/2026,Mabalako,Nord-Kivu,1,0
7/17/2026,Mahagi,Ituri,1,0
7/17/2026,Makiso-Kisangani,Tshopo,3,3
7/17/2026,Mambasa,Ituri,8,5
7/17/2026,Mandima,Ituri,9,4
7/17/2026,Mangala,Ituri,56,33
7/17/2026,Mangobo,Tshopo,1,1
7/17/2026,Masereka,Nord-Kivu,3,0
7/17/2026,Miti-Murhesa,Sud-Kivu,3,1
7/17/2026,Mongbwalu,Ituri,355,196
7/17/2026,Musienene,Nord-Kivu,14,3
7/17/2026,Nia-Nia,Ituri,47,12
7/17/2026,Nizi,Ituri,168,79
7/17/2026,Nyankunde,Ituri,99,28
7/17/2026,Oicha,Nord-Kivu,3,3
7/17/2026,Pawa,Haut-U̩l̩,3,3
7/17/2026,Rimba,Ituri,5,0
7/17/2026,Rwampara,Ituri,430,116
7/17/2026,Tchomia,Ituri,21,5
7/17/2026,Vuhovi,Nord-Kivu,1,1
7/17/2026,Wamba,Haut-U̩l̩,16,8
7/18/2026,Ariwara,Ituri,6,1
7/18/2026,Aru,Ituri,4,1
7/18/2026,Aungba,Ituri,6,2
7/18/2026,Bambu,Ituri,36,12
7/18/2026,Beni,Nord-Kivu,37,25
7/18/2026,Boga,Ituri,1,1
7/18/2026,Boma Mangbetu,Haut-U̩l̩,4,2
7/18/2026,Bunia,Ituri,621,202
7/18/2026,Butembo,Nord-Kivu,57,29
7/18/2026,Damas,Ituri,7,0
7/18/2026,Drodro,Ituri,5,3
7/18/2026,Fataki,Ituri,11,7
7/18/2026,Gety,Ituri,1,0
7/18/2026,Goma,Nord-Kivu,1,0
7/18/2026,Isiro,Haut-U̩l̩,3,2
7/18/2026,Kalunguta,Nord-Kivu,2,1
7/18/2026,Kambala,Ituri,2,2
7/18/2026,Katwa,Nord-Kivu,98,71
7/18/2026,Kilo,Ituri,11,3
7/18/2026,Komanda,Ituri,27,10
7/18/2026,Kyondo,Nord-Kivu,9,4
7/18/2026,Lita,Ituri,77,27
7/18/2026,Logo,Ituri,7,1
7/18/2026,Lolwa,Ituri,2,1
7/18/2026,Lubunga,Tshopo,1,0
7/18/2026,Mabalako,Nord-Kivu,1,0
7/18/2026,Mahagi,Ituri,1,0
7/18/2026,Makiso-Kisangani,Tshopo,3,3
7/18/2026,Mambasa,Ituri,8,6
7/18/2026,Mandima,Ituri,9,4
7/18/2026,Mangala,Ituri,58,35
7/18/2026,Mangobo,Tshopo,1,1
7/18/2026,Masereka,Nord-Kivu,3,0
7/18/2026,Miti-Murhesa,Sud-Kivu,3,1
7/18/2026,Mongbwalu,Ituri,360,199
7/18/2026,Musienene,Nord-Kivu,18,5
7/18/2026,Nia-Nia,Ituri,49,15
7/18/2026,Nizi,Ituri,198,87
7/18/2026,Nyankunde,Ituri,99,28
7/18/2026,Oicha,Nord-Kivu,3,3
7/18/2026,Pawa,Haut-U̩l̩,3,3
7/18/2026,Rimba,Ituri,5,0
7/18/2026,Rwampara,Ituri,440,124
7/18/2026,Tchomia,Ituri,22,5
7/18/2026,Vuhovi,Nord-Kivu,1,1
7/18/2026,Wamba,Haut-U̩l̩,6,3
7/19/2026,Adja,Ituri,10,1
7/19/2026,Ariwara,Ituri,7,1
7/19/2026,Aru,Ituri,4,1
7/19/2026,Aungba,Ituri,6,2
7/19/2026,Bambu,Ituri,40,14
7/19/2026,Beni,Nord-Kivu,37,25
7/19/2026,Boga,Ituri,1,1
7/19/2026,Boma Mangbetu,Haut-Uele,4,2
7/19/2026,Bunia,Ituri,639,211
7/19/2026,Butembo,Nord-Kivu,58,30
7/19/2026,Damas,Ituri,7,0
7/19/2026,Drodro,Ituri,5,3
7/19/2026,Fataki,Ituri,11,7
7/19/2026,Gety,Ituri,1,0
7/19/2026,Goma,Nord-Kivu,1,0
7/19/2026,Isiro,Haut-Uele,3,2
7/19/2026,Kalunguta,Nord-Kivu,2,1
7/19/2026,Kambala,Ituri,2,2
7/19/2026,Katwa,Nord-Kivu,104,72
7/19/2026,Kilo,Ituri,11,3
7/19/2026,Komanda,Ituri,27,10
7/19/2026,Kyondo,Nord-Kivu,9,4
7/19/2026,Lita,Ituri,78,27
7/19/2026,Logo,Ituri,8,1
7/19/2026,Lolwa,Ituri,2,1
7/19/2026,Lubunga,Tshopo,1,0
7/19/2026,Mabalako,Nord-Kivu,1,0
7/19/2026,Mahagi,Ituri,1,0
7/19/2026,Makiso-Kisangani,Tshopo,3,3
7/19/2026,Mambasa,Ituri,8,6
7/19/2026,Mandima,Ituri,9,4
7/19/2026,Mangala,Ituri,61,38
7/19/2026,Mangobo,Tshopo,1,1
7/19/2026,Masereka,Nord-Kivu,3,0
7/19/2026,Miti-Murhesa,Sud-Kivu,3,1
7/19/2026,Mongbwalu,Ituri,363,203
7/19/2026,Musienene,Nord-Kivu,19,5
7/19/2026,Nia-Nia,Ituri,51,15
7/19/2026,Nizi,Ituri,214,93
7/19/2026,Nyankunde,Ituri,99,28
7/19/2026,Oicha,Nord-Kivu,4,3
7/19/2026,Pawa,Haut-Uele,3,3
7/19/2026,Rimba,Ituri,5,0
7/19/2026,Rwampara,Ituri,450,133
7/19/2026,Tchomia,Ituri,23,6
7/19/2026,Vuhovi,Nord-Kivu,1,1
7/19/2026,Wamba,Haut-Uele,6,3
7/20/2026,Adja,Ituri,10,1
7/20/2026,Ariwara,Ituri,10,1
7/20/2026,Aru,Ituri,4,2
7/20/2026,Aungba,Ituri,6,2
7/20/2026,Bambu,Ituri,40,14
7/20/2026,Beni,Nord-Kivu,37,25
7/20/2026,Boga,Ituri,1,1
7/20/2026,Boma Mangbetu,Haut-Uele,4,2
7/20/2026,Bunia,Ituri,657,219
7/20/2026,Butembo,Nord-Kivu,61,31
7/20/2026,Damas,Ituri,7,0
7/20/2026,Drodro,Ituri,5,3
7/20/2026,Fataki,Ituri,11,7
7/20/2026,Gety,Ituri,1,0
7/20/2026,Goma,Nord-Kivu,1,0
7/20/2026,Isiro,Haut-Uele,3,2
7/20/2026,Kalunguta,Nord-Kivu,2,1
7/20/2026,Kambala,Ituri,2,2
7/20/2026,Katwa,Nord-Kivu,108,74
7/20/2026,Kilo,Ituri,11,3
7/20/2026,Komanda,Ituri,27,11
7/20/2026,Kyondo,Nord-Kivu,10,5
7/20/2026,Lita,Ituri,78,27
7/20/2026,Logo,Ituri,8,1
7/20/2026,Lolwa,Ituri,2,1
7/20/2026,Lubunga,Tshopo,1,0
7/20/2026,Mabalako,Nord-Kivu,1,0
7/20/2026,Mahagi,Ituri,1,0
7/20/2026,Makiso-Kisangani,Tshopo,3,3
7/20/2026,Mambasa,Ituri,8,6
7/20/2026,Mandima,Ituri,10,5
7/20/2026,Mangala,Ituri,61,38
7/20/2026,Mangobo,Tshopo,1,1
7/20/2026,Masereka,Nord-Kivu,3,0
7/20/2026,Miti-Murhesa,Sud-Kivu,3,1
7/20/2026,Mongbwalu,Ituri,364,204
7/20/2026,Musienene,Nord-Kivu,19,5
7/20/2026,Nia-Nia,Ituri,54,16
7/20/2026,Nizi,Ituri,223,99
7/20/2026,Nyankunde,Ituri,99,28
7/20/2026,Oicha,Nord-Kivu,4,4
7/20/2026,Pawa,Haut-Uele,3,3
7/20/2026,Rimba,Ituri,5,0
7/20/2026,Rwampara,Ituri,457,140
7/20/2026,Tchomia,Ituri,23,7
7/20/2026,Vuhovi,Nord-Kivu,1,1
7/20/2026,Wamba,Haut-Uele,6,3
7/21/2026,Adja,Ituri,10,1
7/21/2026,Ariwara,Ituri,10,1
7/21/2026,Aru,Ituri,4,2
7/21/2026,Aungba,Ituri,6,2
7/21/2026,Bambu,Ituri,40,14
7/21/2026,Beni,Nord-Kivu,39,27
7/21/2026,Boga,Ituri,3,2
7/21/2026,Boma Mangbetu,Haut-Uele,4,2
7/21/2026,Bunia,Ituri,681,228
7/21/2026,Butembo,Nord-Kivu,65,31
7/21/2026,Damas,Ituri,7,0
7/21/2026,Drodro,Ituri,8,4
7/21/2026,Fataki,Ituri,14,7
7/21/2026,Gety,Ituri,1,0
7/21/2026,Goma,Nord-Kivu,1,0
7/21/2026,Isiro,Haut-Uele,8,4
7/21/2026,Kalunguta,Nord-Kivu,2,1
7/21/2026,Kambala,Ituri,2,2
7/21/2026,Katwa,Nord-Kivu,114,78
7/21/2026,Kilo,Ituri,11,3
7/21/2026,Komanda,Ituri,27,11
7/21/2026,Kyondo,Nord-Kivu,10,5
7/21/2026,Lita,Ituri,79,28
7/21/2026,Logo,Ituri,8,1
7/21/2026,Lolwa,Ituri,2,1
7/21/2026,Lubunga,Tshopo,1,0
7/21/2026,Mabalako,Nord-Kivu,1,0
7/21/2026,Mahagi,Ituri,1,0
7/21/2026,Makiso-Kisangani,Tshopo,3,3
7/21/2026,Mambasa,Ituri,8,6
7/21/2026,Mandima,Ituri,11,6
7/21/2026,Mangala,Ituri,61,38
7/21/2026,Mangobo,Tshopo,1,1
7/21/2026,Masereka,Nord-Kivu,3,0
7/21/2026,Miti-Murhesa,Sud-Kivu,3,1
7/21/2026,Mongbwalu,Ituri,364,206
7/21/2026,Musienene,Nord-Kivu,19,5
7/21/2026,Nia-Nia,Ituri,56,17
7/21/2026,Nizi,Ituri,224,99
7/21/2026,Nyankunde,Ituri,99,28
7/21/2026,Oicha,Nord-Kivu,4,4
7/21/2026,Pawa,Haut-Uele,3,3
7/21/2026,Rimba,Ituri,5,0
7/21/2026,Rwampara,Ituri,466,150
7/21/2026,Tchomia,Ituri,23,7
7/21/2026,Vuhovi,Nord-Kivu,1,1
7/21/2026,Wamba,Haut-Uele,6,3
7/22/2026,Adja,Ituri,10,1
7/22/2026,Ariwara,Ituri,7,1
7/22/2026,Aru,Ituri,5,1
7/22/2026,Aungba,Ituri,4,4
7/22/2026,Bambu,Ituri,51,9
7/22/2026,Beni,Nord-Kivu,41,29
7/22/2026,Boga,Ituri,1,1
7/22/2026,Boma Mangbetu,Haut-Uele,6,2
7/22/2026,Bunia,Ituri,696,175
7/22/2026,Butembo,Nord-Kivu,62,39
7/22/2026,Damas,Ituri,13,8
7/22/2026,Drodro,Ituri,6,4
7/22/2026,Fataki,Ituri,17,6
7/22/2026,Gety,Ituri,1,0
7/22/2026,Goma,Nord-Kivu,1,0
7/22/2026,Isiro,Haut-Uele,8,5
7/22/2026,Kalunguta,Nord-Kivu,4,3
7/22/2026,Kambala,Ituri,2,0
7/22/2026,Katwa,Nord-Kivu,121,77
7/22/2026,Kilo,Ituri,23,11
7/22/2026,Komanda,Ituri,30,21
7/22/2026,Kyondo,Nord-Kivu,10,7
7/22/2026,Lita,Ituri,101,58
7/22/2026,Logo,Ituri,8,3
7/22/2026,Lolwa,Ituri,4,1
7/22/2026,Lubunga,Tshopo,1,0
7/22/2026,Mabalako,Nord-Kivu,1,0
7/22/2026,Mahagi,Ituri,1,1
7/22/2026,Makiso-Kisangani,Tshopo,3,3
7/22/2026,Mambasa,Ituri,7,4
7/22/2026,Mandima,Ituri,13,9
7/22/2026,Mangala,Ituri,86,59
7/22/2026,Mangobo,Tshopo,1,1
7/22/2026,Masereka,Nord-Kivu,4,0
7/22/2026,Miti-Murhesa,Sud-Kivu,3,1
7/22/2026,Mongbwalu,Ituri,482,226
7/22/2026,Musienene,Nord-Kivu,26,13
7/22/2026,Nia-Nia,Ituri,78,41
7/22/2026,Nizi,Ituri,308,144
7/22/2026,Nyankunde,Ituri,114,30
7/22/2026,Oicha,Nord-Kivu,4,3
7/22/2026,Pawa,Haut-Uele,7,5
7/22/2026,Rimba,Ituri,7,4
7/22/2026,Rwampara,Ituri,481,231
7/22/2026,Tchomia,Ituri,39,24
7/22/2026,Vuhovi,Nord-Kivu,1,1
7/22/2026,Wamba,Haut-Uele,6,3
7/23/2026,Adja,Ituri,10,1
7/23/2026,Ariwara,Ituri,7,1
7/23/2026,Aru,Ituri,5,1
7/23/2026,Aungba,Ituri,4,4
7/23/2026,Bambu,Ituri,51,10
7/23/2026,Beni,Nord-Kivu,42,29
7/23/2026,Boga,Ituri,1,1
7/23/2026,Boma Mangbetu,Haut-Uele,6,2
7/23/2026,Bunia,Ituri,713,185
7/23/2026,Butembo,Nord-Kivu,63,41
7/23/2026,Damas,Ituri,14,8
7/23/2026,Drodro,Ituri,6,4
7/23/2026,Fataki,Ituri,17,6
7/23/2026,Gety,Ituri,1,0
7/23/2026,Goma,Nord-Kivu,1,0
7/23/2026,Isiro,Haut-Uele,8,5
